Label,Round,Method,Noise Scale,Accuracy,Loss,MSE,PSNR,SSIM
0,10,loss,0.0,36.0,2.275739624205408,5262.469675341277,10.918907546122892,0.0372368367384725
0,10,naive,0.0,36.0,0.1157057798158917,9870.011386894854,8.187627071584815,0.1332526188547936
0,20,loss,0.0,48.0,0.6419814943773587,4116.755916601942,11.985252425260818,0.4922553514830719
0,20,naive,0.0,48.0,0.4197721099615913,7584.652104332069,9.331446956705287,0.2788351779308675
0,30,loss,0.0,78.0,0.110874124297631,4323.737580965087,11.77221033264071,0.4378156647306885
0,30,naive,0.0,78.0,0.7941797274579829,7587.295997319453,9.329933336781078,0.2486582865057605
0,40,loss,0.0,90.0,0.0391408015072035,5315.919675757753,10.875019507941166,0.3076793139323344
0,40,naive,0.0,90.0,0.9681000065268728,8674.702860690084,8.748257532750587,0.1906267394324514
0,50,loss,0.0,96.0,0.024586248207568,3962.974734892021,12.150590572775906,0.2495194423588145
0,50,naive,0.0,96.0,0.9850870235787152,8401.758880515194,8.887101471703806,0.1902564851776359
0,10,loss,0.01,30.0,2.3068909056821734,6787.6655267681,9.813599272602596,0.053030873321193
0,10,naive,0.01,30.0,0.1132997589429204,9608.569452582298,8.304216272156058,0.1119180778406134
0,20,loss,0.01,56.00000000000001,0.4053988701326574,5971.142554236554,10.370229212755994,0.3662839616457841
0,20,naive,0.01,56.00000000000001,0.5111637088619339,8793.480834086282,8.689195395145475,0.2183138881867597
0,30,loss,0.01,78.0,0.0788985966612788,6056.910825116591,10.308291812024429,0.3068079198212566
0,30,naive,0.01,78.0,0.8544789037975373,8692.513828961708,8.73934970590902,0.1681236985263127
0,40,loss,0.01,92.0,0.0300151278636848,6101.820088003239,10.276209625335497,0.2498731113015005
0,40,naive,0.01,92.0,0.9748385692267678,8898.279316306089,8.637743267714011,0.1733152679096428
0,50,loss,0.01,100.0,0.0176505446250623,6245.437143957903,10.175175190281491,0.2231167107200638
0,50,naive,0.01,100.0,0.9947428915783288,8850.24334294868,8.661251488088528,0.1805549812686549
0,10,loss,0.02,34.0,1.9463869270564629,8463.250864634454,8.855431466014464,0.0574345043553597
0,10,naive,0.02,34.0,0.1710827768078774,9398.56267341806,8.400189190482282,0.1515299946377665
0,20,loss,0.02,70.0,0.2352191236107929,6999.634430502438,9.680050021338497,0.2702302159575728
0,20,naive,0.02,70.0,0.6442566759139542,9175.60725288826,8.504455448537097,0.1700841104768423
0,30,loss,0.02,82.0,0.0669485636063973,6828.247301942681,9.78771119086589,0.2356300009504029
0,30,naive,0.02,82.0,0.9096620334784338,9345.038031728014,8.424992876906728,0.1506870633309085
0,40,loss,0.02,86.0,0.0211712738662121,7051.491933426031,9.647993474360826,0.1600076874812146
0,40,naive,0.02,86.0,0.9895716399077016,9397.343741214836,8.400752478592722,0.1225318976079304
0,50,loss,0.02,98.0,0.0111490269199423,4523.175189768775,11.576369518802451,0.1410596598469272
0,50,naive,0.02,98.0,0.9989509013791732,8658.306020006452,8.756474293732786,0.1824916159484322
0,10,loss,0.03,32.0,0.8970837299236148,9482.917827895306,8.361383735741173,0.1201356197682854
0,10,naive,0.03,32.0,0.2995740641438546,9456.836120273185,8.373344977571518,0.1456087968853717
0,20,loss,0.03,74.0,0.1833948744041791,8063.29246014707,9.065679486780589,0.1992818741019331
0,20,naive,0.03,74.0,0.7113064440678489,9774.065143864784,8.23005131605804,0.1309615910647548
0,30,loss,0.03,84.0,0.0699627279091485,7625.147904920651,9.308320887614927,0.1788815795967697
0,30,naive,0.03,84.0,0.9113323492160752,9360.507667511734,8.417809575122748,0.1365652439270637
0,40,loss,0.03,88.0,0.0174161096186705,7768.31287684145,9.227536519559443,0.1065255822632256
0,40,naive,0.03,88.0,0.9924035377230768,9677.8212338889,8.27302765192086,0.0989927009939128
0,50,loss,0.03,98.0,0.0080076085686847,7708.754067379663,9.260961702861415,0.0947406290156759
0,50,naive,0.03,98.0,0.9990044864263716,9090.467892065652,8.54494123662152,0.117084712147064
0,10,loss,0.04,36.0,0.2866426051357302,10206.55003811304,8.04201391807956,0.1259248932702431
0,10,naive,0.04,36.0,0.4912090663254611,9318.068732452632,8.437544512769774,0.1511950990665529
0,20,loss,0.04,74.0,0.115084710753969,8241.418552819912,8.970783898700072,0.1489006725467473
0,20,naive,0.04,74.0,0.8012204385796079,9904.1984697468,8.172610262988716,0.1026821121276034
0,30,loss,0.04,84.0,0.0506421799619645,8153.213911391236,9.017515240488311,0.1321625431437373
0,30,naive,0.04,84.0,0.9506668298281408,9913.56995855567,8.168502851808682,0.1023566964612164
0,40,loss,0.04,90.0,0.0119999755525807,7894.583454113523,9.157511408177614,0.0858423293898173
0,40,naive,0.04,90.0,0.9990060532790608,10447.18324228959,7.940811486245089,0.0789801270656048
0,50,loss,0.04,94.0,0.0114648301962747,8064.640470379555,9.064953499874017,0.0959144885774946
0,50,naive,0.04,94.0,0.9990012074768788,10020.107544430164,8.122079780889855,0.10955556274382
0,10,loss,0.05,38.0,0.1288455346170752,9869.552687228912,8.187828910625491,0.1163015395361347
0,10,naive,0.05,38.0,0.6741018733958536,9383.97848537087,8.406933574654058,0.1441230435020027
0,20,loss,0.05,74.0,0.0628985731589426,8423.049490435385,8.876110084299814,0.1082650342975942
0,20,naive,0.05,74.0,0.8772476440364426,10386.533440881549,7.966097371513331,0.0695456985842817
0,30,loss,0.05,80.0,0.0293598270155198,8304.789498334889,8.937517320118863,0.0898268738971684
0,30,naive,0.05,80.0,0.979156128572286,7857.550624050543,9.177931731286614,0.0834196735780266
0,40,loss,0.05,88.0,0.0097634574153339,8521.526562472922,8.825629587923858,0.0702073620512337
0,40,naive,0.05,88.0,0.9960349276748988,7691.393612350955,9.270753236258129,0.0564903000437178
0,50,loss,0.05,94.0,0.0049928737021468,8291.952196817314,8.944235711506579,0.0520923511108134
0,50,naive,0.05,94.0,0.7286933295089767,8609.839971183685,8.780852814558065,0.0737693257719562
0,10,loss,0.06,38.0,0.0745514367248373,9510.7389325349,8.34866100307422,0.1004186572317796
0,10,naive,0.06,38.0,0.8020465337849875,9514.09768905325,8.347127545030775,0.1343154404803694
0,20,loss,0.06,70.0,0.0372141695035552,8550.341157180563,8.81096917516918,0.0777290126864105
0,20,naive,0.06,70.0,0.9436271031623408,7943.94055939735,9.130443749805742,0.0651015106726649
0,30,loss,0.06,76.0,0.0127892353281854,8225.095094446875,8.97939433120695,0.056846600774925
0,30,naive,0.06,76.0,0.9990018921964964,9636.273161222229,8.291712583408968,0.1001026207662057
0,40,loss,0.06,82.0,0.0066543137807647,8296.076181829028,8.942076293967547,0.0551957993990826
0,40,naive,0.06,82.0,0.9990077822811791,9605.93026768524,8.305409312267859,0.0606557698236551
0,50,loss,0.06,90.0,0.0067131433872893,8948.771533088262,8.613169404144843,0.0446490046011086
0,50,naive,0.06,90.0,0.9990070056594604,9580.413081948964,8.31696125761877,0.0899173721160467
0,10,loss,0.07,38.0,0.0484983105399592,9314.327697690282,8.439288476067055,0.0850380867591602
0,10,naive,0.07,38.0,0.8831915811370307,9649.852484666686,8.285596864448356,0.1216456545514491
0,20,loss,0.07,72.0,0.0142310009708419,8364.352016784065,8.906480588970933,0.0655568382132836
0,20,naive,0.07,72.0,0.9975255742097406,10411.412869444956,7.955706918984254,0.0694719748317128
0,30,loss,0.07,70.0,0.0360913129711439,8792.096785501453,8.689879006087716,0.0714618265547137
0,30,naive,0.07,70.0,0.9950526506739964,10073.621608538837,8.098947272715641,0.0714320584694559
0,40,loss,0.07,86.0,2.2691510043382443,6898.237768847481,9.743422012919176,0.1607277720437554
0,40,naive,0.07,86.0,0.9990011428586832,7616.416376892096,9.313296826811332,0.0642893275976329
0,50,loss,0.07,90.0,0.0021452643926582,5091.785493310708,11.062102614545887,0.0381622103151419
0,50,naive,0.07,90.0,0.9990087478446308,6915.778337871088,9.732392958990747,0.0427186314073354
0,10,loss,0.08,40.0,0.0348058400314936,9182.42899758132,8.50122781985929,0.0723012176680231
0,10,naive,0.08,40.0,0.9280350405446158,9668.883719205143,8.277040235556797,0.120055992924479
0,20,loss,0.08,68.0,0.0110405593527042,8462.216941481378,8.855962059467826,0.0608661754315496
0,20,naive,0.08,68.0,0.6979276866729417,10271.719123552317,8.014372256064405,0.053725874793296
0,30,loss,0.08,82.0,0.0052438362551837,8411.23408398302,8.882206413429142,0.0516894838826207
0,30,naive,0.08,82.0,0.9942291668134032,9646.333442559522,8.28718090866459,0.1222786761118874
0,40,loss,0.08,78.0,0.002333935468533,9104.87659380303,8.53806297062461,0.0373198331065254
0,40,naive,0.08,78.0,0.9990037544053576,9817.034105237555,8.211000610935828,0.041605750561652
0,50,loss,0.08,86.0,0.0039359235506846,8552.653414260913,8.809794877308462,0.0379977385684485
0,50,naive,0.08,86.0,0.999008770819112,10061.240812091644,8.104288170650692,0.0531441980206733
0,10,loss,0.09,38.0,0.0871820163401088,7727.797734830242,9.250246144113897,0.0505092929286843
0,10,naive,0.09,38.0,0.3019109157631286,9107.11244305598,8.53699662142372,0.0087535861713084
0,20,loss,0.09,74.0,0.00483559244525,5371.715747303786,10.829673376314023,0.0348023089409477
0,20,naive,0.09,74.0,0.2896918548350558,8710.445048049101,8.730400156221199,0.0302265820597161
0,30,loss,0.09,86.0,0.0036805872435788,5129.6122400337545,11.0299582390004,0.0420528110529506
0,30,naive,0.09,86.0,0.9990053960936884,7161.275054134412,9.580900062032535,0.0403672841863966
0,40,loss,0.09,90.0,0.0018195041505281,5180.778781792278,10.986853124715532,0.0303706719486361
0,40,naive,0.09,90.0,0.9990081786728696,9743.106262354657,8.243829216966628,0.0429559649992596
0,50,loss,0.09,86.0,0.0015712064582854,5116.209846904318,11.041320116360485,0.0376050387194532
0,50,naive,0.09,86.0,0.9990265176592976,6954.535285415306,9.708122459104748,0.0424661191367571
0,10,loss,0.1,40.0,1.906251910178144,9102.182428776576,8.539348253449711,0.0228501173008908
0,10,naive,0.1,40.0,0.3502449473962855,9732.917199840313,8.248373321196162,0.0627240713857416
0,20,loss,0.1,70.0,0.0043722849618914,8688.511369794089,8.741349870964175,0.0434139193522512
0,20,naive,0.1,70.0,0.999009011882064,9694.425485385964,8.265582840101471,0.0569662383168538
0,30,loss,0.1,76.0,0.0050449751722721,8576.858436676386,8.797521188767295,0.0492946279534402
0,30,naive,0.1,76.0,0.9989777390040392,9707.568904261048,8.259698790194724,0.0854840414679127
0,40,loss,0.1,84.0,0.0013016769438558,8934.085063574026,8.620302776901227,0.0304293663763944
0,40,naive,0.1,84.0,0.9990061927302132,7576.579725040199,9.336071633846338,0.0328623887408986
0,50,loss,0.1,80.0,0.0012426429839764,8991.368671440176,8.59254555540548,0.0249466165940877
0,50,naive,0.1,80.0,0.99902312114073,10326.168850811157,7.991411386289123,0.0070563428170944
1,10,loss,0.0,28.958333333333336,2.088602288635396,1356.4542507399349,16.80675210014121,0.1857910954762484
1,10,naive,0.0,28.958333333333336,0.130976007491255,6272.8399883103775,10.156161514559006,0.1089338085124324
1,20,loss,0.0,42.74666666666667,0.178031835720597,1392.3691953032055,16.69325954455763,0.3996234010300136
1,20,naive,0.0,42.74666666666667,0.6966879698742835,4003.184837651575,12.106747177728309,0.2624772107977202
1,30,loss,0.0,67.06333333333333,0.0345752226667697,1596.64837609981,16.09871077248848,0.345449353800107
1,30,naive,0.0,67.06333333333333,0.9434476238786766,4108.1945701283685,11.994293566310771,0.220203025387355
1,40,loss,0.0,71.85333333333334,0.0180434313747188,1197.7730325040918,17.34705830017956,0.3020208969019053
1,40,naive,0.0,71.85333333333334,0.9846650269940648,4619.455093223368,11.484896112778465,0.2211793172059054
1,50,loss,0.0,73.845,0.0125635842967632,1254.3747348483157,17.14653062838184,0.2847380901241196
1,50,naive,0.0,73.845,0.993892326159828,4590.462952031981,11.512238741598155,0.1945120793241663
1,10,loss,0.01,26.023333333333333,2.04571297598437,2523.0482926312247,14.111547976184546,0.0326179327044197
1,10,naive,0.01,26.023333333333333,0.147754775888249,7158.230125016245,9.582747047549416,0.0451069645885625
1,20,loss,0.01,42.38,0.1133392197126805,2492.377910263207,14.164664673837695,0.3007080212535372
1,20,naive,0.01,42.38,0.8182842979445327,5179.7847081253685,10.98768651704962,0.2320557147346537
1,30,loss,0.01,66.16333333333333,0.0266138374180477,1436.179599343283,16.55871607503055,0.2602931818783993
1,30,naive,0.01,66.16333333333333,0.9597121993992566,4464.64658640838,11.632932742720874,0.214988537324653
1,40,loss,0.01,74.66166666666668,0.0140911204147666,1429.3829683571653,16.57931757856203,0.2324486804855715
1,40,naive,0.01,74.66166666666668,0.9914787984599072,4165.03174957108,11.934620445342352,0.2193490865093728
1,50,loss,0.01,76.79166666666667,0.0101327344723951,1500.128696722458,16.36951841893014,0.2091060781046862
1,50,naive,0.01,76.79166666666667,0.9973436465929656,5696.677574760903,10.574587212716455,0.1808729563164467
1,10,loss,0.02,29.715000000000003,1.5312868273952294,3804.528683250972,12.32779498169108,0.0517183922054485
1,10,naive,0.02,29.715000000000003,0.2300902090900703,7542.57165218631,9.355609163329394,0.0487837580302532
1,20,loss,0.02,53.54,0.0392272273993807,2934.6747967955366,13.455203785491015,0.2308111665595622
1,20,naive,0.02,53.54,0.951875663756151,6102.021121609738,10.276066542867463,0.1767546438770148
1,30,loss,0.02,68.95,0.0145234882019196,1870.5830045381688,15.411033766880898,0.1974544808509764
1,30,naive,0.02,68.95,0.9894508687517204,5229.013467344959,10.946606005096507,0.1722448440455546
1,40,loss,0.02,75.335,0.0081113898569303,1855.607855389832,15.445941585079115,0.1588819830964054
1,40,naive,0.02,75.335,0.9989184502423404,5884.014367657146,10.43406636345627,0.1499820085068239
1,50,loss,0.02,76.35333333333332,0.0066792839344862,1271.54581468948,17.08748348138822,0.1485505766947314
1,50,naive,0.02,76.35333333333332,0.9990063809755688,5414.701149272752,10.795058690300031,0.1413172060616329
1,10,loss,0.03,28.433333333333334,0.5730510973304916,6612.583043706681,9.927092217305882,0.0717988191791688
1,10,naive,0.03,28.433333333333334,0.407696796835176,7538.397032235097,9.358013537336266,0.0526211255223231
1,20,loss,0.03,57.35666666666667,0.0221893688023679,2544.688505816857,14.074457327351489,0.1722163247973918
1,20,naive,0.03,57.35666666666667,0.9862388634914708,6573.182929739941,9.95304642132172,0.1391059354016137
1,30,loss,0.03,70.36833333333334,0.007058590512467,2061.462442282526,14.98904934055557,0.1367309078017438
1,30,naive,0.03,70.36833333333334,0.9990035241269488,5995.828795830641,10.352311373066712,0.136298971055967
1,40,loss,0.03,75.39666666666666,0.0059965058256334,2158.227391651843,14.78983160679955,0.107290633128926
1,40,naive,0.03,75.39666666666666,0.9990019907811628,4894.002163651751,11.234162038493183,0.1250016762857579
1,50,loss,0.03,75.88333333333334,0.0041263195698746,2076.400420666744,14.957692526755338,0.1023412488085502
1,50,naive,0.03,75.88333333333334,0.9990017998919616,4911.860413130308,11.218343444832987,0.0910240038227135
1,10,loss,0.04,28.616666666666667,0.1817022673925059,6538.325359191289,9.97613832787274,0.0697175695813974
1,10,naive,0.04,28.616666666666667,0.6438434289876925,7496.924808478798,9.381972058209849,0.0488628655073375
1,20,loss,0.04,60.845000000000006,0.0143312866835875,2575.328232190383,14.022477720170944,0.1323909809042797
1,20,naive,0.04,60.845000000000006,0.9964500835491618,6135.688910615607,10.252170288037734,0.1187907775809209
1,30,loss,0.04,69.96333333333334,0.0047354565870128,2219.765816226054,14.667732017710902,0.0978055905147791
1,30,naive,0.04,69.96333333333334,0.9990069029474108,5865.212972326392,10.447965744203051,0.0849554117739025
1,40,loss,0.04,73.27,0.0029754132084238,2174.7387039466216,14.75673277163995,0.0914771011647939
1,40,naive,0.04,73.27,0.9990016145965704,5816.898369649142,10.483888848099834,0.0690241074909131
1,50,loss,0.04,74.47833333333334,0.0021347277335211,2225.8866141295243,14.65577323111835,0.0756436346260691
1,50,naive,0.04,74.47833333333334,0.9990016159721874,5686.532106973994,10.582328652900816,0.0481055479585092
1,10,loss,0.05,29.615,0.0960137550165511,5537.187479337727,10.697911326668962,0.0583310000196001
1,10,naive,0.05,29.615,0.8222340945730394,7376.82368633077,9.45210957370043,0.0475134586224041
1,20,loss,0.05,63.48,0.0051177283093607,2346.76038909063,14.426116117073493,0.0906544035920625
1,20,naive,0.05,63.48,0.9990020136285016,5223.7381116108245,10.9509896509961,0.1124703378086487
1,30,loss,0.05,68.77333333333333,0.0047953171751468,2284.8820745435705,14.542165703336376,0.0728916136529048
1,30,naive,0.05,68.77333333333333,0.9990080184979008,5515.37625157336,10.71505216093806,0.0760648798868803
1,40,loss,0.05,72.095,0.0030024823243687,2270.7522263425126,14.569106122064142,0.0696030383906996
1,40,naive,0.05,72.095,0.9990008946475392,5696.567768160394,10.57467092617868,0.0809031039276342
1,50,loss,0.05,73.97166666666666,0.0012792033473104,2296.732166482423,14.519700079892704,0.0535138384802184
1,50,naive,0.05,73.97166666666666,0.9990186511233492,4213.478545528889,11.884395739746328,0.054496729367696
2,10,loss,0.0,28.958333333333336,2.3679636446551675,5746.8828760575,10.536480147521806,0.1877761822119577
2,10,naive,0.0,28.958333333333336,0.0959371160388363,10965.89679351112,7.73036206701402,0.0208056307994668
2,20,loss,0.0,42.74666666666667,2.1625218683362606,4882.079318999397,11.244755297597209,0.0584187917042184
2,20,naive,0.0,42.74666666666667,0.1369584468557078,7645.822701926389,9.296561378712443,0.0644238647224497
2,30,loss,0.0,67.06333333333333,0.3896849088043175,4984.248507233335,11.154806733986575,0.1959760346921941
2,30,naive,0.0,67.06333333333333,0.5126640448766459,7379.662194559709,9.450438785023753,0.1105402969698181
2,40,loss,0.0,71.85333333333334,0.0687857188695044,4570.254564645999,11.531399697823089,0.2196320877042414
2,40,naive,0.0,71.85333333333334,0.8683695926589649,7268.749182312357,9.516206776507264,0.1145990756422348
2,50,loss,0.0,73.845,0.0317373393692029,4570.6408200687365,11.53103266901083,0.2093407905326702
2,50,naive,0.0,73.845,0.9643135864280729,7436.668263142852,9.417019520710069,0.1319521725249193
3,10,loss,0.0,28.958333333333336,2.4225352208614326,6252.566210175639,10.170220615750576,0.1543247840207357
3,10,naive,0.0,28.958333333333336,0.0908468395869366,7698.226419357114,9.266896805017383,0.0486219282682203
3,20,loss,0.0,42.74666666666667,2.0437822437879123,4874.931066175726,11.251118819187216,0.1109133614218834
3,20,naive,0.0,42.74666666666667,0.1405517528392829,7284.1728713647535,9.50700116744904,0.0874976459686603
3,30,loss,0.0,67.06333333333333,0.7932886407653559,4141.7669500686925,11.958947026085546,0.2466241821235495
3,30,naive,0.0,67.06333333333333,0.3572220429346637,6479.60602286489,10.015317604444466,0.163189049241418
3,40,loss,0.0,71.85333333333334,0.3569110489292459,3956.048459365924,12.158187580473394,0.271374810065469
3,40,naive,0.0,71.85333333333334,0.5017172839068998,6433.094466842963,10.046604320188568,0.1354036736051201
3,50,loss,0.0,73.845,0.1570986537269,3931.12727730898,12.185632557560062,0.2695286570485466
3,50,naive,0.0,73.845,0.6926778654932758,7047.396877840538,9.650516311610891,0.1261769538364084
4,10,loss,0.0,28.958333333333336,2.36987268559408,5540.550266627777,10.695274615018562,0.2194357507311728
4,10,naive,0.0,28.958333333333336,0.0949228804735377,9211.534606757888,8.487483728287197,0.0343050490658179
4,20,loss,0.0,42.74666666666667,1.9440259137262987,4246.921658666367,11.85006111066943,0.1778385607108693
4,20,naive,0.0,42.74666666666667,0.1480544609668531,6347.814322667177,10.104561459704197,0.1271833738896236
4,30,loss,0.0,67.06333333333333,0.4804058961418863,3057.736312197711,13.276803301170332,0.3241085018898857
4,30,naive,0.0,67.06333333333333,0.3995228022877285,6128.755129544843,10.257080911248586,0.1354538454299622
4,40,loss,0.0,71.85333333333334,0.1434845958328337,3274.100993827128,12.979882892173556,0.3058559564846857
4,40,naive,0.0,71.85333333333334,0.6890882215668708,5202.399378159103,10.968766717791258,0.1640149186823464
4,50,loss,0.0,73.845,0.0704037745593508,3528.366788484304,12.655066353336322,0.2855748159538633
4,50,naive,0.0,73.845,0.7891671606212577,6604.423984360273,9.932454149692314,0.1178098594299924
5,10,loss,0.0,28.958333333333336,2.35699473336108,3688.586574185116,12.462203797023228,0.1836390930821185
5,10,naive,0.0,28.958333333333336,0.0991408192231531,9366.627265402309,8.414971225637402,0.1042877101141817
5,20,loss,0.0,42.74666666666667,1.593322586246576,5955.728017636102,10.381455044165326,0.2495987302745281
5,20,naive,0.0,42.74666666666667,0.2026564810934673,8058.37589317431,9.068328391255706,0.1818589732358835
5,30,loss,0.0,67.06333333333333,0.636884721698036,5260.821692352084,10.920267785803272,0.3367842945334063
5,30,naive,0.0,67.06333333333333,0.4154750701577265,7897.791177201589,9.15574714347607,0.2000317752336289
5,40,loss,0.0,71.85333333333334,0.3291525252618147,2870.3190211467663,13.551501918607975,0.329614337266751
5,40,naive,0.0,71.85333333333334,0.5590532705176704,7904.449580033776,9.152087272924968,0.19222050446611
5,50,loss,0.0,73.845,0.1687091263715522,2949.1301668247224,13.433864192804638,0.31211344427707
5,50,naive,0.0,73.845,0.7215637651345639,6358.29310928164,10.09739816400594,0.1175105169317288
6,10,loss,0.0,28.958333333333336,2.2713748311474222,4573.336563433389,11.528471974790556,0.3968434337742403
6,10,naive,0.0,28.958333333333336,0.1032608425895486,5275.367092487059,10.908276749655885,0.0310945301316592
6,20,loss,0.0,42.74666666666667,1.8554018138100097,4410.211515001424,11.68620942013425,0.1256821171672588
6,20,naive,0.0,42.74666666666667,0.1686965750832638,7806.397625123883,9.206296922215362,0.094349933091239
6,30,loss,0.0,67.06333333333333,0.2059884519869692,3584.17109332318,12.58691627982561,0.269563032820983
6,30,naive,0.0,67.06333333333333,0.6455667445489673,6193.014273075786,10.211782799361831,0.1000138141937928
6,40,loss,0.0,71.85333333333334,0.0706170803389894,3680.871004132137,12.471297629744186,0.2464603550583457
6,40,naive,0.0,71.85333333333334,0.907565346955022,5965.023921191022,10.37468171231972,0.1515211182828104
6,50,loss,0.0,73.845,0.0413035859174528,3901.60006423696,12.21837611134063,0.2149546995256555
6,50,naive,0.0,73.845,0.9435913230724204,6692.965797998245,9.874617551649608,0.1062256954010059
7,10,loss,0.0,28.958333333333336,2.0245761515609275,4399.360489494347,11.696908107610875,0.1454248118889011
7,10,naive,0.0,28.958333333333336,0.1536403029986273,6060.966449418083,10.305384808956696,0.1793926131481475
7,20,loss,0.0,42.74666666666667,0.4356414286989563,3074.374746976728,13.253235567072531,0.3843838681245919
7,20,naive,0.0,42.74666666666667,0.4474045740126423,5938.109461229699,10.394321618871224,0.1990640616639152
7,30,loss,0.0,67.06333333333333,0.0870418399997242,3521.440634301678,12.663599895686437,0.3223269602948118
7,30,naive,0.0,67.06333333333333,0.7879680846668677,6219.487579196823,10.193257560315176,0.1631618613889361
7,40,loss,0.0,71.85333333333334,0.0344764985814649,3764.246648493858,12.374022884691271,0.2862921688327757
7,40,naive,0.0,71.85333333333334,0.9217437570635272,5677.472704818949,10.589253058977594,0.1964212296206513
7,50,loss,0.0,73.845,0.0192508946933618,4110.874979154345,11.991460917472567,0.2496201232281524
7,50,naive,0.0,73.845,0.9778345394127153,6535.899869378647,9.977749707262667,0.1492349981745063
8,10,loss,0.0,28.958333333333336,2.328802185339037,4975.482034994748,11.162451983998182,0.1298708916590934
8,10,naive,0.0,28.958333333333336,0.1044217940674455,7887.679684882425,9.161310950798638,0.0835487453076433
8,20,loss,0.0,42.74666666666667,2.0134819433716213,6191.972981200001,10.212513082417416,0.1583843876783998
8,20,naive,0.0,42.74666666666667,0.1539503367126092,7119.103975056704,9.606550249805466,0.1619993610089752
8,30,loss,0.0,67.06333333333333,0.9710255348295936,5104.45438291053,11.051310338681017,0.2694366165330276
8,30,naive,0.0,67.06333333333333,0.2884510110455222,7217.232977625878,9.547096359963236,0.1430970007642709
8,40,loss,0.0,71.85333333333334,0.3889013355534938,5105.561469133818,11.050368515579828,0.2873499658801163
8,40,naive,0.0,71.85333333333334,0.4501126041644773,7350.397528871825,9.467695333582991,0.1383912100295432
8,50,loss,0.0,73.845,0.194037815463708,5165.326133594766,10.999826132215578,0.2830309960950687
8,50,naive,0.0,73.845,0.6108991475502896,7965.852421821409,9.11848104612114,0.1417411515687294
9,10,loss,0.0,28.958333333333336,2.23350895017733,5475.356923591396,10.746679259596345,0.1071303059608154
9,10,naive,0.0,28.958333333333336,0.1222982940459487,7076.080226353843,9.63287612709187,0.1148758221032826
9,20,loss,0.0,42.74666666666667,1.0801201537075755,3838.78124683613,12.288869963407112,0.276447322326884
9,20,naive,0.0,42.74666666666667,0.2916186972086154,6472.655157645893,10.019978910538876,0.1445931763938625
9,30,loss,0.0,67.06333333333333,0.4562033804184408,3034.379992252392,13.310103947649994,0.3528879109693599
9,30,naive,0.0,67.06333333333333,0.4556763451917496,5977.924184072285,10.36529958135181,0.1583298209560436
9,40,loss,0.0,71.85333333333334,0.2213878905107075,2895.993084837301,13.512828403664845,0.3773060035862797
9,40,naive,0.0,71.85333333333334,0.6208766589161822,5985.047778152414,10.360127391739145,0.1435660630435531
9,50,loss,0.0,73.845,0.1179732046010132,3096.886750118491,13.221550369118033,0.3662012545949079
9,50,naive,0.0,73.845,0.6830223200197548,6643.143373003852,9.90706735337018,0.1421837130056388
7,10,loss,0.01,27.813333333333333,2.0012597591875,5023.464885750484,11.12076990000062,0.0723503627548589
7,10,naive,0.01,27.813333333333333,0.1540533024397763,7029.414789364358,9.661611900911709,0.088045219837547
7,20,loss,0.01,41.695,0.3926640039446886,3725.672829650475,12.41875646248644,0.3308349988535541
